collateral_pool,substep,funding_pool,timestep,token_price,subset,run,token_supply,sentiment,simulation
7697596.661416417,2,12667607.185948167,225,0.036190130566360536,0,1,425397562.31614655,0.6517384937506249,7
7784493.26174159,2,12491630.006363388,226,0.03639382880781002,0,1,427791937.0808854,0.6481217628617573,7
7832012.623237476,2,12513515.655770408,227,0.036504740349243864,0,1,429095648.85590005,0.6433490355890297,7
8017520.505387003,2,11719813.026592787,228,0.036934533157409445,0,1,434147656.40694755,0.6843112396389209,7
8185823.47911977,2,11731316.610029012,229,0.03732018276812734,0,1,438680781.92321897,0.679538512366193,7
8140993.712895906,2,11778445.33045044,230,0.03721785024202853,0,1,437477912.34339637,0.6485053530729794,7
8230909.51918164,2,11802080.838791847,231,0.03742281805750487,0,1,439887210.33962816,0.698205802688095,7
8318413.944045408,2,11824387.272997834,232,0.03762121683268465,0,1,442219292.42961204,0.6934310279133195,7
8421618.446749492,2,11844654.192612194,233,0.03785387598340883,0,1,444954088.74064296,0.6886562531385451,7
8532065.186806677,2,11856259.731611293,234,0.038101287974828216,0,1,447862297.5917992,0.6838814783637704,7
8690772.449725075,2,11880765.335246995,235,0.038454021415428224,0,1,452008509.37469083,0.7219384375242334,7
8846974.343215385,2,11890694.96489594,236,0.03879805534774489,0,1,456052462.6257903,0.7170735726593689,7
9056934.913871534,2,11515813.215235405,237,0.03925574263870332,0,1,461432356.39323014,0.7135223781864956,7
9141740.424432553,2,11537825.715020942,238,0.03943910193766426,0,1,463587656.6804992,0.687424442275445,7
9191207.656858569,2,11575005.535406237,239,0.039545663218219104,0,1,464840233.2331644,0.7281811591107757,7
9321485.856784388,2,11599941.188526489,240,0.039824941528757506,0,1,468123015.32462335,0.7233175227471393,7
9561094.291527884,2,11602808.104673987,241,0.04033354316388107,0,1,474101382.69676757,0.7184538863835032,7
9737219.329769162,2,11610799.150762916,242,0.04070334027897556,0,1,478448169.7586237,0.7135902500198664,7
9938871.75965564,2,11297649.935922394,243,0.041122652312475756,0,1,483376980.84908754,0.7130788683396121,7
10114401.514613528,2,11304131.220286634,244,0.041484195220138013,0,1,487626743.67628145,0.7082152319759761,7
10344321.42704104,2,10777799.604682282,245,0.04195305368150725,0,1,493137949.1739253,0.7351300628497256,7
10469434.14147505,2,10800058.224832091,246,0.04220599848384294,0,1,496111193.5538215,0.7302651979848602,7
10739307.712898547,2,10805180.448549768,247,0.04274651537519914,0,1,502464709.39848,0.7254003331199957,7
10913228.73773398,2,10824620.485170584,248,0.04309126100998176,0,1,506517028.36944205,0.7205354682551309,7
11138575.604916798,2,10656971.530091453,249,0.043533882713519594,0,1,511719833.4095607,0.7159408736605358,7
11311247.777609548,2,10677566.683398608,250,0.04387001999042212,0,1,515670965.27783966,0.7110760087956712,7
11472159.183295177,2,10687675.14698744,251,0.044180960838953405,0,1,519325925.260567,0.7062111439308075,7
